Found (ofc legally) and compiled into one file with additions by me lol. Shoutouts to Exodus, Jolly Roger, Mentor and everyone else carin bout hackers culture these days
                                -=>Space_weed<=-

[Index to the Anarchist Cookbook IV, ver. 4.14]

COOKBOOK.IV:  Intro by Exodus
1.2 Why is there a FAQ about it?
1.3 Who cares?
1.4 Basic intro and other shit.

SECTION II: PHONE SOCIAL ENGINEERING
2.1 Basics
2.2 Equipment
2.3 Phreak stuff
2.4 Technique

SECTION III: SNAIL MAIL
3.1 Is Snail Mail acutally usefull for something?
3.2 Equipment
3.3 Technique

SECTION IV: INTERNET
4.1 Isn't this just hacking?

SECTION V: LIVE, FROM NEW YORK...
5.1 In person?
5.2 Equipment
5.3 I'm wearing a suit, now what?

SECTION VI: PUTTING IT TOGETHER
A sample problem

1.1 What is social engineering?

     The hacker's jargon dictionary says this:

Social Engineering: n.  Term used among crackers and  samurai for cracking
techniques that rely on weaknesses in  wetware rather than software; the aim
is to trick people into revealing passwords or other information that
compromises a target  system's security.  Classic scams include phoning up a
mark who has  the required information and posing as a field service tech or a 
fellow employee with an urgent access problem. 

     This is true. Social engineering, from a narrow point of view, is
basically phone scams which pit your knowledge and wits against another human.
This technique is used for a lot of things, such as gaining passwords,
keycards and basic information on a system or organization.

1.2 Why is there a FAQ about it?

     Good question. I'm glad I asked. I made this for a few reasons. The
first being that Social Engineering is rarely discussed. People discuss
cracking and phreaking a lot, but the forum for social engineering ideas is
stagnant at best. Hopefully this will help generate more discussion. I also
find that social engineering specialists get little respect, this will show
ignorant hackers what we go through to get passwords. The last reason is
honestly for a bit of Neophyte training. Just another DOC for them to read so
I don't get bogged with email.

1.3 Who Cares?

     To Neophytes: You should, you little fuck. If you think the world of
computers and security opens up to you through a keyboard and your redbox then
you are so fucking dead wrong. Good. Go to your school, change your grades and
be a "badass" hacker. Hacking, like real life, exists in more than just your
system. You can't use proggies to solve everything. I don't mean to sound
upset, but jesus, have a bit of innovation and a sense of adventure.

     To Experienced Hackers: Just thought it would help a bit.

1.4 Basic intro and shit for this document.

     This FAQ will address phone techniques, mail techniques, internet
techniques and live techniques. I will discuss Equipment and will put some
scripts of actual conversations from social engineering. There are times I
might discuss things that cross the line into phreaking or traditional
hacking. Don't send me email and say that my terms aren't correct and
blahblahblah isn't social engineering. I use them for convenience and lack of
better methods of explanation (eg I might say "dumpster diving is a form of
social engineering") Don't get technical.

SECTION II: PHONES

2.1 Basics

     This is probably the most common social engineering technique. It's
quick, painless and the lazy person can do it. No movement, other than fingers
is necessary. Just call the person and there you go. Of course it gets more
complicated than that.

2.2 What Equipment is necessary for this?

     The most important peice of hardware is your wetware. You have to have a
damn quick mind. As far as physical Equipment goes, a phone is necessary. Do
not have call waiting as this will make you sound less believeable. There is
no real reason why this does but getting beeped in the middle of a scam just
throws off the rhythym. The phone should be good quality and try to avoid
cordless, unless you never get static on them. Some phones have these great
